ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,TrafficConditionNearby_numeric,Price
16031,Others-CCCPS98,3103,26.14749998,91.72797778,1152,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.671253625523686
14719,Others-CCCPS8,1322,26.14754886,91.72799519,647,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.789409984871408
2911,BHMEURBRD01,470,26.14901995,91.7395035,356,bike,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,11.057446808510639
13407,Others-CCCPS202,2937,26.14749053,91.72799688,1084,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.669084099421177
12095,Others-CCCPS135a,3883,26.14749943,91.72800489,2222,car,low,3,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,11.372237960339945
287,BHMBCCMKT01,577,26.14453614,91.73617216,110,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.490641247833622
6847,BHMNCPNST01,485,26.14004753,91.73097233,296,car,average,3,0,19-10-2016,16:25:00,2016-10-19 16:25:00,2,11.410309278350518
10783,Others-CCCPS119a,2803,26.14754061,91.72797041,659,truck,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.53510524438102
5535,BHMNCPHST01,1200,26.14001386,91.73099967,578,bike,low,3,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,11.281666666666668
8159,Broad Street,690,26.13795775,91.74099445,508,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,11.036231884057969
9471,Others-CCCPS105a,2009,26.14747299,91.72804914,1124,cycle,low,3,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,11.359482329517173
17343,Shopping,1920,26.15050395,91.73353109,1028,bike,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.835416666666667
1599,BHMBCCTHL01,387,26.14449459,91.73620513,280,car,low,2,0,19-10-2016,16:25:00,2016-10-19 16:25:00,1,10.023514211886305
5536,BHMNCPHST01,1200,26.14001386,91.73099967,89,bike,low,1,0,22-10-2016,07:46:00,2016-10-22 07:46:00,1,10.0
6848,BHMNCPNST01,485,26.14004753,91.73097233,235,cycle,low,2,0,22-10-2016,07:52:00,2016-10-22 07:52:00,1,10.784536082474228
288,BHMBCCMKT01,577,26.14453614,91.73617216,57,truck,average,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,2,10.398786828422876
14720,Others-CCCPS8,1322,26.14754886,91.72799519,293,car,low,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.521633888048411
10784,Others-CCCPS119a,2803,26.14754061,91.72797041,70,bike,low,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.324973242953979
8160,Broad Street,690,26.13795775,91.74099445,62,bike,low,1,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.0
13408,Others-CCCPS202,2937,26.14749053,91.72799688,349,car,low,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.418828736806265
16032,Others-CCCPS98,3103,26.14749998,91.72797778,504,car,low,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.462423461166612
12096,Others-CCCPS135a,3883,26.14749943,91.72800489,472,car,low,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.421555498326036
1600,BHMBCCTHL01,387,26.14449459,91.73620513,52,truck,low,1,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.0
4224,BHMMBMMBX01,687,20.0000347,78.00000286,251,truck,low,1,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.165356622998544
2912,BHMEURBRD01,470,26.14901995,91.7395035,34,car,low,1,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.0
9472,Others-CCCPS105a,2009,26.14747299,91.72804914,544,car,low,1,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,10.070781483325037
17344,Shopping,1920,26.15050395,91.73353109,270,truck,low,2,0,22-10-2016,07:59:00,2016-10-22 07:59:00,1,9.440624999999999
9473,Others-CCCPS105a,2009,26.14747299,91.72804914,557,bike,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.57725236436038
14721,Others-CCCPS8,1322,26.14754886,91.72799519,302,car,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.528441754916793
289,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,22-10-2016,08:26:00,2016-10-22 08:26:00,2,10.0
5537,BHMNCPHST01,1200,26.14001386,91.73099967,106,car,low,1,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.0
10785,Others-CCCPS119a,2803,26.14754061,91.72797041,75,car,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.32675704602212
1601,BHMBCCTHL01,387,26.14449459,91.73620513,57,bike,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.447286821705426
17345,Shopping,1920,26.15050395,91.73353109,288,car,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.45
4225,BHMMBMMBX01,687,20.0000347,78.00000286,255,car,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.671179039301311
8161,Broad Street,690,26.13795775,91.74099445,67,car,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.397101449275363
13409,Others-CCCPS202,2937,26.14749053,91.72799688,362,bike,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.423255022131425
16033,Others-CCCPS98,3103,26.14749998,91.72797778,511,car,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.464679342571706
2913,BHMEURBRD01,470,26.14901995,91.7395035,38,bike,low,1,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.0
12097,Others-CCCPS135a,3883,26.14749943,91.72800489,516,bike,low,2,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,10.432886943085244
6849,BHMNCPNST01,485,26.14004753,91.73097233,238,car,low,1,0,22-10-2016,08:26:00,2016-10-22 08:26:00,1,11.290721649484535
5538,BHMNCPHST01,1200,26.14001386,91.73099967,135,truck,low,1,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.0
6850,BHMNCPNST01,485,26.14004753,91.73097233,235,bike,low,1,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.284536082474228
9474,Others-CCCPS105a,2009,26.14747299,91.72804914,602,car,low,1,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.09965156794425
13410,Others-CCCPS202,2937,26.14749053,91.72799688,392,bike,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.433469526727954
290,BHMBCCMKT01,577,26.14453614,91.73617216,72,truck,low,1,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.0
10786,Others-CCCPS119a,2803,26.14754061,91.72797041,97,bike,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.334605779521942
12098,Others-CCCPS135a,3883,26.14749943,91.72800489,600,car,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.45451970126191
2914,BHMEURBRD01,470,26.14901995,91.7395035,49,car,average,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,2,10.404255319148936
1602,BHMBCCTHL01,387,26.14449459,91.73620513,74,car,average,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,2,10.491214470284238
14722,Others-CCCPS8,1322,26.14754886,91.72799519,325,car,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.545839636913767
17346,Shopping,1920,26.15050395,91.73353109,341,cycle,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.477604166666667
4226,BHMMBMMBX01,687,20.0000347,78.00000286,277,car,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,10.70320232896652
16034,Others-CCCPS98,3103,26.14749998,91.72797778,535,cycle,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,9.472413793103447
8162,Broad Street,690,26.13795775,91.74099445,83,bike,low,2,0,22-10-2016,08:59:00,2016-10-22 08:59:00,1,9.420289855072465
291,BHMBCCMKT01,577,26.14453614,91.73617216,93,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.461178509532063
17347,Shopping,1920,26.15050395,91.73353109,380,car,low,3,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.997916666666667
6851,BHMNCPNST01,485,26.14004753,91.73097233,245,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.805154639175258
4227,BHMMBMMBX01,687,20.0000347,78.00000286,301,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.738136826783116
13411,Others-CCCPS202,2937,26.14749053,91.72799688,419,truck,low,3,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.942662580864829
1603,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.529974160206718
12099,Others-CCCPS135a,3883,26.14749943,91.72800489,672,car,low,3,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.97306206541334
8163,Broad Street,690,26.13795775,91.74099445,85,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.423188405797102
16035,Others-CCCPS98,3103,26.14749998,91.72797778,583,car,low,3,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.987882694166935
2915,BHMEURBRD01,470,26.14901995,91.7395035,48,truck,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.402127659574468
14723,Others-CCCPS8,1322,26.14754886,91.72799519,358,bike,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.570801815431166
9475,Others-CCCPS105a,2009,26.14747299,91.72804914,659,car,average,3,0,22-10-2016,09:26:00,2016-10-22 09:26:00,2,11.128023892483823
5539,BHMNCPHST01,1200,26.14001386,91.73099967,152,truck,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,10.426666666666666
10787,Others-CCCPS119a,2803,26.14754061,91.72797041,126,car,low,2,0,22-10-2016,09:26:00,2016-10-22 09:26:00,1,11.34495183731716
8164,Broad Street,690,26.13795775,91.74099445,95,bike,low,1,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.0
5540,BHMNCPHST01,1200,26.14001386,91.73099967,193,cycle,low,3,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.960833333333333
292,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.525303292894282
6852,BHMNCPNST01,485,26.14004753,91.73097233,248,car,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.811340206185566
10788,Others-CCCPS119a,2803,26.14754061,91.72797041,177,car,low,1,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.0
9476,Others-CCCPS105a,2009,26.14747299,91.72804914,720,bike,low,3,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,11.158387257341962
4228,BHMMBMMBX01,687,20.0000347,78.00000286,317,car,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.761426491994177
13412,Others-CCCPS202,2937,26.14749053,91.72799688,462,car,low,3,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.957303370786518
1604,BHMBCCTHL01,387,26.14449459,91.73620513,119,bike,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.60749354005168
17348,Shopping,1920,26.15050395,91.73353109,461,bike,low,3,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,11.040104166666666
16036,Others-CCCPS98,3103,26.14749998,91.72797778,623,car,low,3,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,11.000773445053174
14724,Others-CCCPS8,1322,26.14754886,91.72799519,403,car,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.604841149773069
2916,BHMEURBRD01,470,26.14901995,91.7395035,60,car,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,10.427659574468084
12100,Others-CCCPS135a,3883,26.14749943,91.72800489,778,truck,low,2,0,22-10-2016,09:59:00,2016-10-22 09:59:00,1,11.500360545969611
12101,Others-CCCPS135a,3883,26.14749943,91.72800489,847,car,average,4,0,22-10-2016,10:26:00,2016-10-22 10:26:00,2,11.518130311614732
293,BHMBCCMKT01,577,26.14453614,91.73617216,156,car,low,3,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,11.070363951473137
14725,Others-CCCPS8,1322,26.14754886,91.72799519,430,car,low,4,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,11.625264750378214
5541,BHMNCPHST01,1200,26.14001386,91.73099967,216,cycle,average,4,0,22-10-2016,10:26:00,2016-10-22 10:26:00,2,11.48
2917,BHMEURBRD01,470,26.14901995,91.7395035,71,bike,low,2,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,10.451063829787234
16037,Others-CCCPS98,3103,26.14749998,91.72797778,660,truck,average,4,0,22-10-2016,10:26:00,2016-10-22 10:26:00,2,11.512697389622947
4229,BHMMBMMBX01,687,20.0000347,78.00000286,335,cycle,low,3,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,11.287627365356624
13413,Others-CCCPS202,2937,26.14749053,91.72799688,494,car,low,4,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,11.468198842356145
17349,Shopping,1920,26.15050395,91.73353109,496,truck,low,3,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,11.058333333333334
1605,BHMBCCTHL01,387,26.14449459,91.73620513,137,car,low,2,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,10.654005167958655
10789,Others-CCCPS119a,2803,26.14754061,91.72797041,211,car,low,3,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,10.875276489475564
6853,BHMNCPNST01,485,26.14004753,91.73097233,251,car,low,2,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,10.817525773195875
8165,Broad Street,690,26.13795775,91.74099445,108,car,low,3,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,11.956521739130434
9477,Others-CCCPS105a,2009,26.14747299,91.72804914,765,car,low,4,0,22-10-2016,10:26:00,2016-10-22 10:26:00,1,10.680786460925834
1606,BHMBCCTHL01,387,26.14449459,91.73620513,178,bike,average,3,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.259948320413438
12102,Others-CCCPS135a,3883,26.14749943,91.72800489,967,car,average,5,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,12.049034251867113
10790,Others-CCCPS119a,2803,26.14754061,91.72797041,282,bike,high,5,0,22-10-2016,10:59:00,2016-10-22 10:59:00,3,11.900606493043169
13414,Others-CCCPS202,2937,26.14749053,91.72799688,563,cycle,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.491692202928158
8166,Broad Street,690,26.13795775,91.74099445,129,truck,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.486956521739131
14726,Others-CCCPS8,1322,26.14754886,91.72799519,487,car,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.66838124054463
17350,Shopping,1920,26.15050395,91.73353109,563,car,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.593229166666665
5542,BHMNCPHST01,1200,26.14001386,91.73099967,269,car,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.524166666666666
6854,BHMNCPNST01,485,26.14004753,91.73097233,256,car,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.82783505154639
4230,BHMMBMMBX01,687,20.0000347,78.00000286,350,car,average,3,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.309461426491993
2918,BHMEURBRD01,470,26.14901995,91.7395035,89,car,average,3,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,10.98936170212766
16038,Others-CCCPS98,3103,26.14749998,91.72797778,710,bike,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,11.528810828230744
9478,Others-CCCPS105a,2009,26.14747299,91.72804914,837,bike,average,5,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,12.21662518666003
294,BHMBCCMKT01,577,26.14453614,91.73617216,198,truck,average,4,0,22-10-2016,10:59:00,2016-10-22 10:59:00,2,10.64315424610052
13415,Others-CCCPS202,2937,26.14749053,91.72799688,620,car,high,8,0,22-10-2016,11:32:00,2016-10-22 11:32:00,3,13.51109976166156
8167,Broad Street,690,26.13795775,91.74099445,136,car,average,4,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,11.497101449275362
16039,Others-CCCPS98,3103,26.14749998,91.72797778,760,car,average,6,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.544924266838544
9479,Others-CCCPS105a,2009,26.14747299,91.72804914,916,car,average,6,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.755948232951717
17351,Shopping,1920,26.15050395,91.73353109,600,car,average,6,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.6125
1607,BHMBCCTHL01,387,26.14449459,91.73620513,218,bike,average,5,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.363307493540052
14727,Others-CCCPS8,1322,26.14754886,91.72799519,557,cycle,average,6,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.721331316187594
295,BHMBCCMKT01,577,26.14453614,91.73617216,239,car,average,4,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,11.714211438474871
10791,Others-CCCPS119a,2803,26.14754061,91.72797041,353,car,average,5,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,11.925936496610774
6855,BHMNCPNST01,485,26.14004753,91.73097233,266,truck,average,5,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.348453608247423
12103,Others-CCCPS135a,3883,26.14749943,91.72800489,1054,car,average,6,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.57143960855009
4231,BHMMBMMBX01,687,20.0000347,78.00000286,359,truck,average,5,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.322561863173217
5543,BHMNCPHST01,1200,26.14001386,91.73099967,284,car,average,5,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,13.036666666666667
2919,BHMEURBRD01,470,26.14901995,91.7395035,98,car,average,4,0,22-10-2016,11:32:00,2016-10-22 11:32:00,2,12.508510638297873
10792,Others-CCCPS119a,2803,26.14754061,91.72797041,412,truck,average,5,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,11.94698537281484
13416,Others-CCCPS202,2937,26.14749053,91.72799688,675,car,average,5,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.02982635342186
14728,Others-CCCPS8,1322,26.14754886,91.72799519,595,car,high,8,0,22-10-2016,11:59:00,2016-10-22 11:59:00,3,13.750075642965205
9480,Others-CCCPS105a,2009,26.14747299,91.72804914,979,bike,high,8,0,22-10-2016,11:59:00,2016-10-22 11:59:00,3,13.787307117969139
1608,BHMBCCTHL01,387,26.14449459,91.73620513,250,car,average,5,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.445994832041345
16040,Others-CCCPS98,3103,26.14749998,91.72797778,808,car,average,6,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.560393167902031
12104,Others-CCCPS135a,3883,26.14749943,91.72800489,1132,car,average,6,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.591527169714139
2920,BHMEURBRD01,470,26.14901995,91.7395035,121,cycle,average,4,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,11.557446808510639
4232,BHMMBMMBX01,687,20.0000347,78.00000286,384,bike,high,7,0,22-10-2016,11:59:00,2016-10-22 11:59:00,3,13.358951965065502
17352,Shopping,1920,26.15050395,91.73353109,642,car,average,6,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.634375
8168,Broad Street,690,26.13795775,91.74099445,163,car,average,4,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,11.53623188405797
6856,BHMNCPNST01,485,26.14004753,91.73097233,262,car,average,5,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.34020618556701
296,BHMBCCMKT01,577,26.14453614,91.73617216,261,car,average,5,0,22-10-2016,11:59:00,2016-10-22 11:59:00,2,12.252339688041594
5544,BHMNCPHST01,1200,26.14001386,91.73099967,306,car,high,7,0,22-10-2016,11:59:00,2016-10-22 11:59:00,3,12.055
6857,BHMNCPNST01,485,26.14004753,91.73097233,265,car,high,7,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.34639175257732
12105,Others-CCCPS135a,3883,26.14749943,91.72800489,1212,bike,high,9,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,14.112129796549059
297,BHMBCCMKT01,577,26.14453614,91.73617216,324,car,high,8,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.861525129982669
2921,BHMEURBRD01,470,26.14901995,91.7395035,141,car,average,5,0,22-10-2016,12:32:00,2016-10-22 12:32:00,2,12.1
10793,Others-CCCPS119a,2803,26.14754061,91.72797041,499,truck,high,8,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.4780235462005
4233,BHMMBMMBX01,687,20.0000347,78.00000286,416,car,high,8,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.905531295487627
17353,Shopping,1920,26.15050395,91.73353109,695,car,average,6,0,22-10-2016,12:32:00,2016-10-22 12:32:00,2,12.661979166666665
14729,Others-CCCPS8,1322,26.14754886,91.72799519,675,bike,high,9,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,14.310590015128593
16041,Others-CCCPS98,3103,26.14749998,91.72797778,878,cycle,average,7,0,22-10-2016,12:32:00,2016-10-22 12:32:00,2,13.082951981952949
1609,BHMBCCTHL01,387,26.14449459,91.73620513,302,cycle,high,7,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.580361757105944
9481,Others-CCCPS105a,2009,26.14747299,91.72804914,1091,truck,high,9,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,14.343056246888999
8169,Broad Street,690,26.13795775,91.74099445,185,bike,high,7,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.068115942028985
13417,Others-CCCPS202,2937,26.14749053,91.72799688,752,truck,high,8,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,13.556043581886279
5545,BHMNCPHST01,1200,26.14001386,91.73099967,350,cycle,high,7,0,22-10-2016,12:32:00,2016-10-22 12:32:00,3,14.091666666666665
1610,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,14.163049095607235
2922,BHMEURBRD01,470,26.14901995,91.7395035,143,truck,high,6,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,12.604255319148937
9482,Others-CCCPS105a,2009,26.14747299,91.72804914,1183,bike,high,9,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,14.388850174216028
10794,Others-CCCPS119a,2803,26.14754061,91.72797041,549,car,high,9,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.99586157688191
16042,Others-CCCPS98,3103,26.14749998,91.72797778,934,car,high,9,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,14.100999033193684
4234,BHMMBMMBX01,687,20.0000347,78.00000286,439,car,high,8,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.93901018922853
298,BHMBCCMKT01,577,26.14453614,91.73617216,359,car,high,8,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.92218370883882
6858,BHMNCPNST01,485,26.14004753,91.73097233,280,car,high,7,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.377319587628866
12106,Others-CCCPS135a,3883,26.14749943,91.72800489,1304,car,average,7,0,22-10-2016,12:59:00,2016-10-22 12:59:00,2,13.13582281740922
13418,Others-CCCPS202,2937,26.14749053,91.72799688,801,car,high,9,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,14.072727272727272
8170,Broad Street,690,26.13795775,91.74099445,187,bike,high,7,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.071014492753623
17354,Shopping,1920,26.15050395,91.73353109,746,truck,high,9,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,14.188541666666667
14730,Others-CCCPS8,1322,26.14754886,91.72799519,744,bike,high,8,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.862783661119515
5546,BHMNCPHST01,1200,26.14001386,91.73099967,385,car,high,9,0,22-10-2016,12:59:00,2016-10-22 12:59:00,3,13.120833333333334
1611,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,7,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.688888888888888
8171,Broad Street,690,26.13795775,91.74099445,192,car,average,5,0,22-10-2016,13:32:00,2016-10-22 13:32:00,2,12.078260869565218
14731,Others-CCCPS8,1322,26.14754886,91.72799519,804,car,high,8,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.908169440242057
4235,BHMMBMMBX01,687,20.0000347,78.00000286,472,car,high,7,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.487045123726347
16043,Others-CCCPS98,3103,26.14749998,91.72797778,997,car,high,8,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.62130196583951
17355,Shopping,1920,26.15050395,91.73353109,781,car,high,8,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.706770833333334
5547,BHMNCPHST01,1200,26.14001386,91.73099967,414,car,high,7,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.145
12107,Others-CCCPS135a,3883,26.14749943,91.72800489,1347,car,high,9,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,14.14689672933299
13419,Others-CCCPS202,2937,26.14749053,91.72799688,835,bike,high,8,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.584303711270003
299,BHMBCCMKT01,577,26.14453614,91.73617216,380,cycle,high,7,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.458578856152512
10795,Others-CCCPS119a,2803,26.14754061,91.72797041,570,truck,high,8,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.503353549768104
6859,BHMNCPNST01,485,26.14004753,91.73097233,299,car,high,7,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.416494845360825
2923,BHMEURBRD01,470,26.14901995,91.7395035,145,truck,high,6,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,12.608510638297872
9483,Others-CCCPS105a,2009,26.14747299,91.72804914,1276,car,high,9,0,22-10-2016,13:32:00,2016-10-22 13:32:00,3,13.435141861622698
16044,Others-CCCPS98,3103,26.14749998,91.72797778,1016,car,high,8,0,22-10-2016,13:59:00,2016-10-22 13:59:00,3,13.627425072510473
8172,Broad Street,690,26.13795775,91.74099445,186,cycle,average,5,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,12.069565217391304
5548,BHMNCPHST01,1200,26.14001386,91.73099967,413,car,average,5,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,12.144166666666667
14732,Others-CCCPS8,1322,26.14754886,91.72799519,811,car,average,6,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,12.913464447806353
300,BHMBCCMKT01,577,26.14453614,91.73617216,408,bike,average,5,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,12.507105719237435
1612,BHMBCCTHL01,387,26.14449459,91.73620513,327,car,average,5,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,12.644961240310078
10796,Others-CCCPS119a,2803,26.14754061,91.72797041,555,car,average,5,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,11.998002140563681
2924,BHMEURBRD01,470,26.14901995,91.7395035,140,bike,average,4,0,22-10-2016,13:59:00,2016-10-22 13:59:00,2,11.597872340425532
